,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
59,天顺证券,01141,HK,0.10,-,-,-,"    天顺证券集团有限公司(「本公司」)为一间於1998年於香港联合交易所主版上市之公司(股份代号:1141)。天顺证券及其子公司(「本集团」)从事投资业务、融资业务、燃料、金属矿物、可循环再用金属物料及木材之供应及采购业务,以及房地产。",-,188.29亿,HK,76.26亿,-,3.92,188.29亿,55.13,-,1.95%,-,-
60,新福港,01447,HK,1.13,-,-,-,"    新福港建设自1960年代起一直以一般建筑承建商身份在香港经营业务,并於一九八九年透过收购新福港土木扩展至土木工程。我们是香港一间历史悠久及其中一间具领导地位的一般楼宇总承建商,主要以「SFK(新福港)」品牌在香港从事建筑及保养项目以及在澳门从事建筑项目。",-,4.00亿,HK,10.80亿,10.8713,2.39,4.00亿,0.38,-,0.36%,-,-
61,东方汇财证券,08001,HK,0.75,-,-,-,"    东方滙财证券有限公司﹝前称网上证券有限公司﹞成立於2000年。本公司开业至今不断为客户提供可靠而专业的证券交易及股票孖展服务。
    东方滙财证券有限公司为证券及期货条例之持牌法团,中央编号AFP038。本公司亦属香港联合交易所有限公司之参与者﹝经纪编号3600﹞。
    本公司的宗旨是我们会以快捷、可靠及专业的态度,为尊专贵的客户提供全面性的一站式证券经纪服务。",-,3.96亿,HK,2.93亿,-,0.99,3.96亿,11.63,-,0.06%,-,-
62,允升国际,01315,HK,0.05,-,-,-,    本公司於二零一一年五月三十一日根据开曼群岛公司法於开曼群岛注册成立为获豁免有限责任公司。本公司拥有多家於英属维尔京群岛、香港、澳门及新加坡注册成立的直接及间接附属公司。,-,60.00亿,HK,54.60亿,283.161,17.20,60.00亿,3.61,-,0.04%,-,-
63,万隆控股集团,00030,HK,0.09,-,-,-,"    万隆控股集团有限公司乃开创流动通讯服务的先锋,于1971年由何佐芝先生创办,何氏并于五零年代创办香港首个商营电台.佳讯早年经营无线传呼,开亚洲无线传呼业先河.并于1992年联同合作伙伴创办数码通电讯有限公司,成为亚洲区内首个GSM流动电话网络商.本集团于九零年代亦于亚洲多项崭新流动通讯服务作策略性投资,如台湾主要流动电话服务公司远传电讯等.集团于香港联合交易所上巿﹙股票代号30﹚.",-,45.40亿,HK,12.49亿,-,3.18,45.40亿,3.04,其他金融服务,0.34%,-,-
64,益华控股,02213,HK,0.34,-,-,-,"    益华百货控股有限公司是建基于中山市石岐成立已久的百货连锁店,主营地区在中国广东省及山东省,并正拓展至中国江苏省。首间益华百货店于1994年成立,市场定位为时尚的购物环境,目标顾客是中国正值增长的城市中的中高收入阶层。集团的零售网络包括13间门店(包括十间百货店及三间社区店),零售空间合共超过279,770平方米。凭借超过18年的发展历程,「益华百货」已成为中国广东省的知名零售品牌。",-,9.96亿,HK,17.33亿,21.2034,5.17,9.96亿,1.11,-,-,-,-
65,保利置业集团,00119,HK,6.74,-,-,-,"    本集团是中华人民共和国国务院国有资产监督委员会(“国资委”)监管的大型中央企业之一「中国保利集团公司」唯一的海外上市公司。中国保利集团公司主业包括房产产、贸易、资源及文化,被国资委列为重点房地产央企之一。
    本集团原为业务投资多元化的综合企业,业务涵盖基础设施、地产投资、能源、制造业、保险等范畴。二零零五年,本集团更名为保利(香港)投资有限公司,明确发展方向是在中国境内投资和开发房地产业务。",-,36.62亿,HK,115.70亿,145.1101,0.47,36.62亿,0.38,中国房地产,0.16%,-,-
66,泰山石化,01192,HK,0.00,-,-,-,"    泰山石化集团是一家专业的石油物流和海事运营商,是香港股票交易市场主板上市企业(代码1192)。集团在亚太地区提供领先的综合石油物流服务,包括仓储码头、石油运输、分销及贸易平台服务,并经营亚太区最大之一的多功能修造船厂。集团的业务主要在中国,并遍及亚太地区。
    仓储为集团石油物流服务的核心业务,当中再分为海上浮动油库(离岸仓储)及中国仓储码头(陆上仓储)。",-,320.39亿,HK,28.83亿,1.5597,30.00,320.39亿,3.69,石油/燃气设备及服务,0.05%,-,-
67,麦迪森酒业,08057,HK,0.03,-,-,-,"    我们推行综合一站式店舖概念,包含一应俱全的产品及增值服务系列,目的是提升我们客户的便利、满足感和挽留客户。我们的一站式店舖概念包括(a)我们的多元化产品包括(i)葡萄酒产品(分类为顶级珍藏红酒、精选红酒、顶级珍藏白酒及精选白酒)、(ii)其他酒精饮品(选择包括香槟、气泡酒、葡萄气酒、干邑、威士忌及贵腐酒)、及(iii)葡萄酒配件产品,例如开酒器、醒酒器及酒杯、",-,40.00亿,HK,70.00亿,-,57.76,40.00亿,54.43,-,0.06%,-,-
68,新锐医药,06108,HK,0.49,-,-,-,"    我们是一家最初成立於浙江省并已具相当规模的医药分销商,总部位於浙江省杭州市。我们主要於中国(重点於浙江省)从事医药分销业务。我们主要作为省级医药分销商,且亦为我们部份产品的全国医药分销商。我们的医药分销业务之覆盖来自从供应商取得产品的分销权,就新产品进行市场开发、提供协助及配合我们供应商进行省级集中招标程序、购买、采购、销售及营销、储存及付运产品至我们的分销商客户等各个阶段。",-,16.66亿,HK,9.16亿,-,1.12,16.66亿,1.04,-,0.18%,-,-
69,天臣控股,01201,HK,0.55,-,-,-,"    天臣控股 於一九九八年在香港联合交易所主板上市。位於云南省及黑龙江省的生产设施於一九九三年落成,安徽省新厂房及昆明市研发中心亦於二零零六年初相继投入营运。天臣控股被公认为中国主要的包装印刷企业,专注提供高质素彩色纸类包装产品。在二零零五年,本集团获福布斯亚洲选为「亚洲区二百间最佳小型上市企业」之一。",-,10.36亿,HK,12.85亿,215.1461,2.25,10.36亿,1.56,造纸、印刷及包装,0.02%,-,-
70,海王英特龙,08329,HK,0.40,-,-,-,"    海王集团成立于1989年,是一家以医药工业和生物工程为核心的大型综合性企业集团。多年来,海王立足生物制药产业前沿,积极推动科技创新。在医药产业和生物工程产业等领域不断开拓,迅速成长。目前,海王的总资产规模已达到近80亿元,并拥有国内领先的研究开发与技术创新体系、国内一流的制造与质量保证体系、极富竞争力的市场营销体系、强大的资本运作与财务支持能力,综合实力在中国医药产业位居前列。",-,4.26亿,HK,7.89亿,11.2663,1.17,16.78亿,1.09,制药,0.24%,-,-
71,伟俊集团控股,01013,HK,0.00,-,-,-,"    本公司在百慕达注册成立为有限公司,其股份在香港联交所主板上市。本公司为投资控股公司。本公司透过其主要经营附属公司经营的主要业务包括( i ) 透过制造软件进行网络及系统整合以及提供解决方案及相关服务;(ii) 买卖通讯产品;(iii) 提供金融服务;(iv) 投资控股;及(v) 提供电讯基建解决方案服务。",-,213.91亿,HK,10.05亿,-,78.33,213.91亿,16.55,-,0.02%,-,-
72,新体育,00299,HK,0.04,-,-,-,"    新体育集团有限公司成立于1995年,2004年香港联交所主板上市(HK.0299),集团从为证券、金融、保险和通信等行业的海内外企业提供软件开发和IT技术服务起步,经过20年发展,积累了大批研发、运营和管理等高端人才,为集团转型进军互联网体育文化产业提供了坚实基础。2015年10月集团完成原有外包业务出售工作,同时互联网业务的业绩稳步提升。",-,340.52亿,HK,16.35亿,-,1.16,340.52亿,8.85,软件及资讯科技顾问,0.17%,-,-
73,华泰瑞银,08006,HK,1.16,-,-,-,"    中国无线应用、互联网服务及网上游戏公司中华网科技公司为 CDC Corporation(前称为 chinadotcom corporation拥有百份之七十七权益之附属公司。
    中华网以中国的市场为核心,致力为当地用户提供流动增值服务、网上娱乐及互联网服务。在流动增值服务方面,我们通过短讯服务、彩讯服务、无线应用协定及互动语音回应等多个平台提供各种产品及服务。本公司亦推出网上游戏,及透过其门户网站提供包罗万有的网上产品及服务。",-,3.22亿,HK,1.06亿,0.9489,0.28,3.22亿,0.63,电子商贸及互联网服务,0.06%,-,-
74,新城发展控股,01030,HK,1.85,-,-,-,"    我们是长江三角洲领先的物业开发商,主要致力於开发优质住宅物业和多用途综合楼项目。新城控股集团旗下住宅地产和商业地产主要分布在中国最富裕的长三角东部沿海、沪宁地区,并逐步向价值潜力不断提升的中西部城市拓展延伸,营造出更宜居的城市生活空间,缔造更具活力的城市商业综合体。在住宅和商业地产的经营领域,新城控股集团业已形成差异性竞争的产品结构,为客户提供高品质的产品和服务。",-,56.58亿,HK,125.04亿,8.0184,1.19,56.58亿,0.39,-,0.09%,-,-
75,维珍妮,02199,HK,2.11,-,-,-,"    维珍妮国际(控股)有限公司集团创建於1998年,总公司设於香港,厂区坐落於深圳光明新区,现正於越南海防市的越南新加坡工业园(“VSIP”)建立新厂房,并计画於2016年在越南海防市的VSIP开始兴建厂房,同时在越南海阳省以及中国江苏省苏州市吴江区兴建新的厂房以扩大产能,支持公司业务的高速发展。我们是全球领先的贴身内衣公司,透过IDM业务模式,为全球领先的品牌创新、设计与制造一系列的贴身内衣和功能性运动类产品。",-,12.24亿,HK,69.17亿,15.592,2.67,12.24亿,1.59,-,0.08%,-,-
76,义合控股,01662,HK,0.50,-,-,-,-,-,5.00亿,HK,6.35亿,6.8403,2.55,5.00亿,1.45,-,0.01%,-,-
77,绿城服务,02869,HK,0.69,-,-,-,"    绿城物业服务集团于1998年成立,是一家以物业服务为根基,以服务平台为介质,以智慧科技为手段的大型综合服务企业,是全国同行业中物业类型最多、服务区域最广、服务面积最大的物业服务企业之一。目前,绿城服务品牌价值达24.18亿元,并多年获得“中国物业服务百强满意度领先企业”第一名等殊荣,得到业内高度认可。",-,27.78亿,HK,97.50亿,30.493,5.07,27.78亿,2.32,-,0.50%,-,-
78,盛洋投资,00174,HK,8.50,-,-,-,"    盛洋地产投资有限公司(前称奇盛(集团)有限公司)为一间以香港为基地的公司,其股份在一九八八年於香港联合交易所有限公司主板上市(00174.HK)。本公司已於二零一零年十月十四日完成重组,远洋地产(香港)有限公司的全资附属公司盛美管理有限公司已成为本公司的控股股东。本集团自注册成立後一直从事的主要业务为贸易、物业发展及证券投资。於本集团重组後,贸易业务将会剥离本集团,而保留集团将主要从事物业及证券投资。",-,4.51亿,HK,4.55亿,-,0.12,4.51亿,3.58,地产投资,0.01%,-,-
79,中国赛特,00153,HK,1.15,-,-,-,"    中国赛特集团有限公司(中国赛特)是一家综合性钢结构及预制构件建筑解决方案供应商, 总部位於中国江苏省宜兴市,经营历史约15年。我们的综合建筑解决方案服务乃专为客户定制,以符合不同项目的技术规范及要求,服务涵盖广阔,由根据我们或客户提供的二次设计(就钢结构项目而言)於我们的车间制作装配钢结构部件及预制构件建筑材料,以至现场安装该等材料,均在范围之内。",-,23.31亿,HK,11.65亿,3.6929,0.43,23.31亿,0.62,-,0.23%,-,-
80,瑞远智控,08249,HK,-0.12,-,-,-,"    公司创立于2000年8月3日,是一家人才创业型和技术密集型相结合的具有独立法人资格的企业,现有SMT生产线7条,手机年生产能力300万台;液晶电视生产线3条,年生产能力60万台,ROHS/PCBA及蓝牙耳机生产线4条,年生产能力100万部。公司已在余姚市经济开发区投资建成屹东工业园,建成后的屹东工业园区将使公司的各类产品的生产能力提高一倍;同时也为公司加强对外合作奠定了坚实基础。",-,1.30亿,HK,2.23亿,-,0.25,5.00亿,14.10,综合科技,-,-,-
81,英皇国际,00163,HK,5.98,-,-,-,"    英皇集团(国际)有限公司(「英皇国际」,股份代号:163) 为一投资控股公司,以地产投资及发展业务为主。
    英皇国际及其附属公司不断致力发展、投资及管理各类型地产项目。项目包罗万有,包括大型综合发展项目、写字楼、购物商场、住宅、工业楼宇及酒店等,并分布於香港、澳门及中国各主要城市。
    英皇国际亦透过旗下香港跑马地英皇骏景酒店为顾客提供酒店餐饮服务。",-,36.78亿,HK,86.05亿,-,0.39,36.78亿,1.91,地产投资,0.03%,-,-
82,中国趋势,08171,HK,0.00,-,-,-,"    中国趋势控股有限公司(下称“中国趋势”),於2002年7月在香港联交所创业板上市(港股代号: 8171),主营业务为节能型数字产品解决方案,包括现有数字产品解决方案业务,以及节能数字产业应用方案业务。
    於2008年年初,中国趋势宣布与中国创新投资有限公司(“中国创新”,港股代号为: 1217)、台湾奇美电子(台股代码: 3009)合作,立足新型LED技术及其产品,主攻基於LED新光源消费电子一篮子解决方案。",-,427.16亿,HK,6.83亿,-,5.33,427.16亿,8.00,-,0.40%,-,-
83,龙湖地产,00960,HK,11.89,-,-,-,"    龙湖地产有限公司,创建于1994年,成长于重庆,发展于全国,是一家追求卓越、专注品质和细节的专业地产公司。集团总部设在北京,现有员工4000多人,业务领域涉及地产开发、商业运营和物业服务三大板块。公司于2009年11月19日在香港联交所主板挂牌上市。
    经过十几年的潜心发展,龙湖形成了集投资规划、开发建设、商业管理和物业服务为一体的全过程运作能力和系统、高效的多业态综合开发能力。",-,58.63亿,HK,868.93亿,8.5938,1.25,58.63亿,1.42,中国房地产,0.17%,-,-
