,co_name,symbol,market,asset,co_business,cc,amplitude,pe_s_d,co_intro,exchange,mv,pb_d,ps_d,equity,industry
63,三棵树,603737,SH,9.64,-,2500.00万,2.58%,47.78/47.44,"    公司系由福建三棵树涂料有限公司整体变更设立的股份有限公司。2003年7月17日,福建三棵树涂料有限公司成立。
    2007年9月,公司整体变更设立为股份有限公司,2007年9月21日,三棵树涂料股份有限公司于莆田市工商行政管理局完成工商登记并领取了注册号为350300100001580的企业法人营业执照。",SH,63.86亿,6.62,3.07,10000.00万,化工
64,四方股份,601126,SH,4.71,-,8.13亿,4.67%,25.86/28.68,"    北京四方继保自动化股份有限公司是由北京四方继保自动化有限公司整体变更设立的股份有限公司。2004年1月16日,公司在北京市工商行政管理局注册登记,取得企业法人营业执照,注册号为11000011696921。",SH,76.52亿,2.00,2.41,8.13亿,电气设备
65,凯撒文化,002425,SZ,4.26,-,2.55亿,3.04%,44.85/38.17,"    公司前身凯撒(中国),成立于1994年12月29日,是经国家对外经济贸易合作部外经贸资二函(2002)515号文批准,在凯撒(中国)的基础上以整体变更方式设立的股份有限公司。凯撒(中国)股份有限公司于2002年5月28日获得原对外经济贸易合作部核发的《外商投资企业批准证书》(外经贸资审字[2002]0107号),于2002年8月27日在国家工商行政管理局登记注册。
    2016年9月,公司名称由“凯撒(中国)股份有限公司”变更为“凯撒(中国)文化股份有限公司”,英文名称由“Kaiser(China)Holding Co.,Ltd.”变更为“Kaiser(China)Culture Co.,LTD”。",SZ,68.20亿,3.16,12.26,5.09亿,-
66,陇神戎发,300534,SZ,8.21,-,7584.50万,9.13%,138.67/146.96,"    甘肃陇神戎发制药有限公司于2002年6月3日正式成立,它的前身是兰州军区军事医学研究所成立的甘肃戎发制药厂。1998年根据中央军委4号文件军企移交地方的精神,甘肃戎发制药厂由交接办公室转让给甘肃宁氏实业有限责任公司。2002年由西北化工子公司兰州陇神药业和甘肃宁氏实业公司合作成立甘肃陇神戎发制药有限公司。
    2011年9月22日,甘肃陇神戎发制药有限公司整体变更设立甘肃陇神戎发药业股份有限公司。",SZ,65.52亿,2.63,24.45,3.03亿,医药生物
67,美力科技,300611,SZ,7.36,-,2237.00万,8.07%,68.70/68.18,"    公司前身新昌美力有限公司成立于2002年5月16日。
    2002年5月29日,公司名称由“新昌美力有限公司”变更为“浙江美力弹簧有限公司”。
    2010年11月25日,公司名称更改为浙江美力科技股份有限公司。",SZ,38.03亿,5.78,10.38,8947.53万,-
68,金麒麟,603586,SH,9.69,-,5250.00万,3.27%,33.36/33.36,"    1999年8月10日,公司前身""乐陵金麒麟汽车零部件有限责任公司""成立。
    2002年10月,公司名称变更为""山东金麒麟集团有限公司""。
    2012年11月13日,有限公司整体变更设立""山东金麒麟股份有限公司""。",SH,69.11亿,3.41,5.00,2.09亿,-
69,奥佳华,002614,SZ,4.59,-,2.89亿,3.61%,34.76/32.58,"    厦门蒙发利科技(集团)股份有限公司的前身为厦门蒙发利科技(集团)有限公司,成立于1996年8月1日。
    2007年12月14日,厦门蒙发利科技(集团)有限公司整体变更为厦门蒙发利科技(集团)股份有限公司,并在厦门市工商行政管理局登记注册。
    2017年5月19日,公司名称由“厦门蒙发利科技(集团)股份有限公司”变更为“奥佳华智能健康科技集团股份有限公司”。",SZ,87.25亿,3.43,2.38,5.54亿,家用电器
70,中广核技,000881,SZ,4.88,-,3.08亿,4.17%,65.01/67.13,"    公司是由中国大连国际经济技术合作公司(现更名为中国大连国际经济技术合作集团有限公司)独家发起并向社会法人和内部职工定向募集设立的股份有限公司,于1993年4月17日在大连市工商局登记注册。公司经中国证监会批准,于1998年6月向社会公众公开发行股票,于1998年9月在深圳证券交易所上市。
    2017年2月13日,公司名称由""中国大连国际合作(集团)股份有限公司""变更为""大连国际合作(集团)股份有限公司"";英文名称由""China Dalian International Cooperation(Group)Holdings Ltd.""变更为""Dalian International Cooperation(Group)Holdings Ltd.""。
    2017年2月22日,公司名称由""大连国际合作(集团)股份有限公司""变更为""中广核核技术发展股份有限公司"";英文名称由""Dalian International Cooperation(Group)Holdings Ltd.""变更为""CGN Nuclear Technology Development Co.,Ltd.""。",SZ,202.78亿,3.93,5.45,10.56亿,综合
71,中科创达,300496,SZ,2.82,-,2.18亿,11.59%,92.85/97.90,-,SZ,111.68亿,9.85,11.15,4.03亿,计算机
72,中国国航,601111,SH,-,-,-,-,-,"    中国国际航空股份有限公司的前身中国国际航空公司成立于1988年。根据国务院批准通过的《民航体制改革方案》,2002年10月11日,以中国国际航空公司为基础,联合中国航空总公司和中国西南航空公司,正式成立了中国航空集团公司,并以联合三方的航空运输资源为基础,组建了新的中国国际航空公司。2004年9月23日,中国航空集团公司、中国航空(集团)有限公司作为发起人,召开了中国国际航空股份有限公司的创立大会。2004年9月30日,经国务院国有资产监督管理委员会批准,中国国际航空股份有限公司在北京正式成立。",SH,-,-,-,-,交通运输
73,万通地产,600246,SH,3.25,-,12.17亿,-,91.43/55.67,"    本公司系由北京顺通实业公司作为主发起人,联合山东邹平粮油实业公司、山东邹平西王实业有限公司、延吉吉辰经济发展有限责任公司、中国建筑第一工程局第五建筑公司四家法人企业,共同发起设立的股份有限公司。以上五家发起人共同以净资产、股权及现金出资,折股为6200万股发起人股。经2000年9月4日以上网定价方式向社会公开发行人民币普通股3000万股后,上市时公司总股本达9200万股。其发行的3000万股公众股于2000年9月22日在上海证券交易所上市流通。",SH,100.85亿,1.51,3.38,20.54亿,房地产
74,雷迪克,300652,SZ,6.79,-,2200.00万,9.39%,52.53/52.53,"    2002年11月20日,杭州雷迪克汽车部件制造有限公司成立。
    2014年12月3日,有限公司整体变更为股份有限公司,股份公司名称为“杭州雷迪克节能科技股份有限公司”。并取得了注册号为330181400004034的《营业执照》。",SZ,35.68亿,5.97,7.58,8800.00万,-
75,华测检测,300012,SZ,2.87,-,6.78亿,9.90%,82.46/73.83,"    公司为华测有限整体变更设立的股份有限公司。华测有限由万里鹏、张力共同投资,于2003年12月23日成立。
    2015年5月,公司名称由“深圳市华测检测技术股份有限公司”变更为“华测检测认证集团股份有限公司”,英文名称由“Centre Testing International(Shenzhen)Co.,Ltd.”变更为“Centre Testing International Group CO.,LTD.”。",SZ,83.73亿,3.48,4.31,8.37亿,综合
76,泰嘉股份,002843,SZ,4.21,-,3500.00万,5.45%,165.20/163.58,"    2003年10月23日,公司前身湖南泰嘉新材料技术有限公司成立。
    2008年1月18日,整体变更为股份公司,公司名称变更为湖南泰嘉新材料科技股份有限公司。",SZ,67.98亿,11.53,25.87,1.40亿,-
77,通宇通讯,002792,SZ,8.31,-,7124.32万,3.20%,33.38/38.19,"    公司前身中山市通宇通讯设备有限公司系由中山市宇兴投资管理有限公司及吴中林、时桂清等31名自然人作为发起人于1996年12月16日发起设立。
    2005年9月更名为“广东通宇通讯设备有限公司”。
    2010年10月,有限公司整体变更设立为广东通宇通讯股份有限公司。",SZ,69.79亿,3.72,5.63,2.26亿,通信
78,龙马环卫,603686,SH,-,-,-,-,-,"    公司是由张桂丰、陈敬洁、荣闽龙等十七位发起人发起设立的,2007年12月21日,取得龙岩市工商行政管理局核发的注册号为350800100008357的<企业法人营业执照>。",SH,-,-,-,-,机械设备
79,凯发电气,300407,SZ,3.22,-,1.36亿,12.05%,46.28/62.85,"    公司前身为天津新技术产业园区凯发电气成套设备有限公司,于2000年1月25日在天津新科技产业园区注册成立。
    2008年1月25日,凯发有限2008年第一次股东会通过决议,凯发有限整体变更为股份有限公司。2008年1月30日,公司在天津市工商行政管理局领取了注册号为120193000007411的《企业法人营业执照》。",SZ,56.36亿,6.43,5.30,2.72亿,-
80,优博讯,300531,SZ,2.05,-,7000.00万,10.38%,100.62/100.36,"    深圳市优博讯科技股份有限公司的前身为深圳市方正颐和科技有限公司,成立于2006年1月26日。
    2012年9月28日,深圳市方正颐和科技有限公司整体变更为股份有限公司更名为深圳市优博讯科技股份有限公司。
    2016年12月31日，英文名称由""Shenzhen Urovo Technology Co.,Ltd.""变为""Urovo Technology Co.,Ltd.""。",SZ,67.98亿,11.81,21.16,2.80亿,通信
81,哈森股份,603958,SH,-,-,-,-,-,"    2006年8月21日,哈森商贸(中国)股份有限公司系由哈森商贸(中国)有限公司整体变更设立。
    2011年12月8日,公司领取了江苏省苏州工商行政管理局核发的注册号为310115400202982的<企业法人营业执照>。",SH,-,-,-,-,纺织服装
82,伟星新材,002372,SZ,2.82,-,8.87亿,4.42%,23.74/23.30,"    公司前身临海建材,系由伟星集团前身浙江伟星集团有限公司和塑材科技前身临海市伟星工艺品厂于1999年10月12日共同出资组建。2007年12月10日公司全体股东伟星集团、慧星发展、章卡鹏、张三云、谢瑾琨、徐有智共同决议作为发起人,以公司截至2007年10月31日经审计的净资产198,321,712.40元,按照1.0438:1的比例折合190,000,000股(每股面值1元),整体变更设立股份有限公司。上述变更业经天健所浙天会验[2007]第138号<验资报告>验证,并于2007年12月20日在浙江省工商行政管理局进行变更登记,取得注册号为331082000006575的企业法人营业执照,注册资本为19,000万元。",SZ,159.23亿,5.60,4.60,10.08亿,建筑材料
83,*ST坊展,600149,SH,0.48,-,3.80亿,3.34%,-/-,"    公司前身为邢台冶金机械修造厂,1981年6月更名为""邢台冶金机械轧辊厂""。1992年进行股份制改造,1993年3月20日,由邢台冶金机械轧辊厂独家发起采取定向募集方式设立邢台冶金机械轧辊股份有限公司。1995年,按照主辅分离的原则,对邢台冶金机械轧辊股份有限公司进行重组,由原来的整体改制变为主体改制,将原邢台冶金机械轧辊股份有限公司的生产主体即铸造轧辊公司、冷轧辊有利于和异型轧辊厂的经营性资产留在股份公司,并更名为""邢台轧辊股份有限公司""。经1999年8月4日发行公众股4500万股后,公司总股本达16980万股,其公众股4500万股于1999年10月14日在上交所上市交易。
    2012年3月22日,公司名称由""华夏建通科技开发股份有限公司""变为""廊坊发展股份有限公司""。",SH,47.86亿,26.36,294.84,3.80亿,综合
84,*ST中富,000659,SZ,0.37,-,12.86亿,2.64%,-/-,"    公司前身为珠海市香洲区中富瓶厂,1990年1月经珠海市体改委(1990年)04号文批准,改制为珠海经济特区中富实业股份有限公司,并于1996年12月日经中国证券监督管理委员会批准在深圳证券交易所正式挂牌上市,1999年5月更名为""珠海中富实业股份有限公司""。公司注册资本现为688,295,600.00元。营业执照注册号为4404001003116。",SZ,44.10亿,9.30,2.71,12.86亿,轻工制造
85,*ST东数,002248,SZ,2.00,-,2.90亿,3.82%,-/-,"    公司前身为成立于2002年3月4日的威海华东数控有限公司。发展和改革委员会[鲁发改许可企业字(2004)11号文]《关于同意威海华东数控有限公司变更为威海华东数控股份有限公司的批复》批准,威海华东数控有限公司依法整体变更为威海华东数控股份有限公司,并于2004年12月28日在山东省工商行政管理局办理了公司设立登记,领取了《企业法人营业执照》。",SZ,19.93亿,3.24,13.44,3.07亿,机械设备
86,神州长城,000018,SZ,1.10,-,7.53亿,5.91%,26.89/25.67,"    公司前身系由华联纺织(集团)有限公司、深圳市纺织工业公司联合五位香港投资者于1984年4月1日盘购外商独资企业新南新染厂有限公司的产权而成立,同时新南印染厂有限公司变更为外商合资企业,更名为深圳中冠印染有限公司。1991年11月19日,经深圳市政府批准,深圳中冠印染有限公司改组成为股份有限公司并更名为深圳中冠纺织印染股份公司。
    2015年12月4日,公司名称由“深圳中冠纺织印染股份有限公司”变更为“神州长城股份有限公司”,英文名称由“Shenzhen Victor Onward Textile Industrial Company Limited”变更为“Sino Great Wall Co.,Ltd.”。",SZ,127.37亿,6.83,2.57,16.98亿,建筑装饰
87,首航节能,002665,SZ,1.45,-,15.41亿,8.21%,102.73/148.93,"    公司系由首航有限整体变更设立的股份有限公司。2010年11月2日,经首航有限股东会表决通过,同意由首航有限全体股东作为发起人,整体变更设立为股份有限公司。2010年11月18日,公司在北京市工商行政管理局办理了变更登记,领取了变更后的《企业法人营业执照》,公司发起人为首航波纹管、首航伟业、黄文佳、黄卿乐、黄衍韩、三才聚、洪辉煌、吴景河、黄瑞兵和李文茂,共10名。",SZ,159.27亿,5.57,19.39,19.71亿,电气设备
88,汇源通信,000586,SZ,1.20,-,1.93亿,5.26%,1212.08/1789.98,"    本公司由四川省长江企业(集团)股份有限公司更名而来。四川省长江企业(集团)股份有限公司系于1988年6月26日经四川省经济体制改革委员会川体改(1988)第46号文批准设立的股份有限公司。1995年12月6日,经中国证监会证监会审字(1995)75号文批准公司社会公众股1800万股于1995年12月20日在深圳证券交易所上市流通。",SZ,36.60亿,15.71,8.22,1.93亿,通信
